PC=000001B8 [00500137] X02=00500000 X00=00000000 X05=00000000 lui     sp,5242880
PC=000002A8 [00000593] X11=00000000 X00=00000000 X00=00000000 addi    a1,zero,0
PC=000002AC [00A60733] X14=0000000F X12=0000000E X10=00000001 add     a4,a2,a0
PC=000002B0 [00070813] X16=0000000F X14=0000000F X00=00000000 addi    a6,a4,0
PC=000002B4 [00C83833] X16=00000000 X16=0000000F X12=0000000E sltu    a6,a6,a2
PC=000002B8 [00B687B3] X15=00000000 X13=00000000 X11=00000000 add     a5,a3,a1
PC=000002BC [00F806B3] X13=00000000 X16=00000000 X15=00000000 add     a3,a6,a5
PC=000002C0 [00068793] X15=00000000 X13=00000000 X00=00000000 addi    a5,a3,0
PC=000002C4 [FEE42423] X08=00500000 X08=00500000 X14=0000000F sw      a4,-24(s0/fp)
PC=000002C8 [FEF42623] X12=0000000E X08=00500000 X15=00000000 sw      a5,-20(s0/fp)
PC=000002CC [FE445783] X15=00000004 X08=00500000 X04=00000000 lhu     a5,-28(s0/fp)
PC=000002D0 [00178793] X15=00000005 X15=00000004 X01=000001C0 addi    a5,a5,1
PC=000002D4 [FEF41223] X04=00000000 X08=00500000 X15=00000005 sh      a5,-28(s0/fp)
PC=000002D8 [FE445703] X14=00000005 X08=00500000 X04=00000000 lhu     a4,-28(s0/fp)
PC=000002DC [00400793] X15=00000004 X00=00000000 X04=00000000 addi    a5,zero,4
PC=000002E4 [FAE7FEE3] X29=00000000 X15=00000004 X14=00000005 bgeu    a5,a4,-68
PC=000002E4 [FE041223] X04=00000000 X08=00500000 X00=00000000 sh      zero,-28(s0/fp)
PC=000002E8 [FE041123] X02=004FFFC0 X08=00500000 X00=00000000 sh      zero,-30(s0/fp)
PC=000002EC [0500006F] X00=00000000 X00=00000000 X16=00000000 jal     zero,80
PC=0000033C [FE241703] X14=00000000 X08=00500000 X02=004FFFC0 lh      a4,-30(s0/fp)
PC=00000340 [00400793] X15=00000004 X00=00000000 X04=00000000 addi    a5,zero,4
PC=000002F0 [FAE7D6E3] X13=00000000 X15=00000004 X14=00000000 bge     a5,a4,-84
PC=000002F0 [FE842603] X12=0000000F X08=00500000 X08=00500000 lw      a2,-24(s0/fp)
PC=000002F4 [FEC42683] X13=00000000 X08=00500000 X12=0000000F lw      a3,-20(s0/fp)
PC=000002F8 [00100513] X10=00000001 X00=00000000 X01=000001C0 addi    a0,zero,1
PC=000002FC [00000593] X11=00000000 X00=00000000 X00=00000000 addi    a1,zero,0
PC=00000300 [00A60733] X14=00000010 X12=0000000F X10=00000001 add     a4,a2,a0
PC=00000304 [00070813] X16=00000010 X14=00000010 X00=00000000 addi    a6,a4,0
PC=00000308 [00C83833] X16=00000000 X16=00000010 X12=0000000F sltu    a6,a6,a2
PC=0000030C [00B687B3] X15=00000000 X13=00000000 X11=00000000 add     a5,a3,a1
PC=00000310 [00F806B3] X13=00000000 X16=00000000 X15=00000000 add     a3,a6,a5
PC=00000314 [00068793] X15=00000000 X13=00000000 X00=00000000 addi    a5,a3,0
PC=00000318 [FEE42423] X08=00500000 X08=00500000 X14=00000010 sw      a4,-24(s0/fp)
PC=0000031C [FEF42623] X12=0000000F X08=00500000 X15=00000000 sw      a5,-20(s0/fp)
PC=00000320 [FE241783] X15=00000000 X08=00500000 X02=004FFFC0 lh      a5,-30(s0/fp)
PC=00000324 [01079793] X15=00000000 X15=00000000 X16=00000000 slli    a5,a5,16
PC=00000328 [0107D793] X15=00000000 X15=00000000 X16=00000000 srli    a5,a5,16
PC=0000032C [00178793] X15=00000001 X15=00000000 X01=000001C0 addi    a5,a5,1
PC=00000330 [01079793] X15=00010000 X15=00000001 X16=00000000 slli    a5,a5,16
PC=00000334 [0107D793] X15=00000001 X15=00010000 X16=00000000 srli    a5,a5,16
PC=00000338 [FEF41123] X02=004FFFC0 X08=00500000 X15=00000001 sh      a5,-30(s0/fp)
PC=0000033C [FE241703] X14=00000001 X08=00500000 X02=004FFFC0 lh      a4,-30(s0/fp)
PC=00000340 [00400793] X15=00000004 X00=00000000 X04=00000000 addi    a5,zero,4
PC=000002F0 [FAE7D6E3] X13=00000000 X15=00000004 X14=00000001 bge     a5,a4,-84
PC=000002F0 [FE842603] X12=00000010 X08=00500000 X08=00500000 lw      a2,-24(s0/fp)
PC=000002F4 [FEC42683] X13=00000000 X08=00500000 X12=00000010 lw      a3,-20(s0/fp)
PC=000002F8 [00100513] X10=00000001 X00=00000000 X01=000001C0 addi    a0,zero,1
PC=000002FC [00000593] X11=00000000 X00=00000000 X00=00000000 addi    a1,zero,0
PC=00000300 [00A60733] X14=00000011 X12=00000010 X10=00000001 add     a4,a2,a0
PC=00000304 [00070813] X16=00000011 X14=00000011 X00=00000000 addi    a6,a4,0
PC=00000308 [00C83833] X16=00000000 X16=00000011 X12=00000010 sltu    a6,a6,a2
PC=0000030C [00B687B3] X15=00000000 X13=00000000 X11=00000000 add     a5,a3,a1
PC=00000310 [00F806B3] X13=00000000 X16=00000000 X15=00000000 add     a3,a6,a5
PC=00000314 [00068793] X15=00000000 X13=00000000 X00=00000000 addi    a5,a3,0
PC=00000318 [FEE42423] X08=00500000 X08=00500000 X14=00000011 sw      a4,-24(s0/fp)
PC=0000031C [FEF42623] X12=00000010 X08=00500000 X15=00000000 sw      a5,-20(s0/fp)
PC=00000320 [FE241783] X15=00000001 X08=00500000 X02=004FFFC0 lh      a5,-30(s0/fp)
PC=00000324 [01079793] X15=00010000 X15=00000001 X16=00000000 slli    a5,a5,16
PC=00000328 [0107D793] X15=00000001 X15=00010000 X16=00000000 srli    a5,a5,16
PC=0000032C [00178793] X15=00000002 X15=00000001 X01=000001C0 addi    a5,a5,1
PC=00000330 [01079793] X15=00020000 X15=00000002 X16=00000000 slli    a5,a5,16
PC=00000334 [0107D793] X15=00000002 X15=00020000 X16=00000000 srli    a5,a5,16
PC=00000338 [FEF41123] X02=004FFFC0 X08=00500000 X15=00000002 sh      a5,-30(s0/fp)
PC=0000033C [FE241703] X14=00000002 X08=00500000 X02=004FFFC0 lh      a4,-30(s0/fp)
PC=00000340 [00400793] X15=00000004 X00=00000000 X04=00000000 addi    a5,zero,4
PC=000002F0 [FAE7D6E3] X13=00000000 X15=00000004 X14=00000002 bge     a5,a4,-84
PC=000002F0 [FE842603] X12=00000011 X08=00500000 X08=00500000 lw      a2,-24(s0/fp)
PC=000002F4 [FEC42683] X13=00000000 X08=00500000 X12=00000011 lw      a3,-20(s0/fp)
PC=000002F8 [00100513] X10=00000001 X00=00000000 X01=000001C0 addi    a0,zero,1
PC=000002FC [00000593] X11=00000000 X00=00000000 X00=00000000 addi    a1,zero,0
PC=00000300 [00A60733] X14=00000012 X12=00000011 X10=00000001 add     a4,a2,a0
PC=00000304 [00070813] X16=00000012 X14=00000012 X00=00000000 addi    a6,a4,0
PC=00000308 [00C83833] X16=00000000 X16=00000012 X12=00000011 sltu    a6,a6,a2
PC=0000030C [00B687B3] X15=00000000 X13=00000000 X11=00000000 add     a5,a3,a1
PC=00000310 [00F806B3] X13=00000000 X16=00000000 X15=00000000 add     a3,a6,a5
PC=00000314 [00068793] X15=00000000 X13=00000000 X00=00000000 addi    a5,a3,0
PC=00000318 [FEE42423] X08=00500000 X08=00500000 X14=00000012 sw      a4,-24(s0/fp)
PC=0000031C [FEF42623] X12=00000011 X08=00500000 X15=00000000 sw      a5,-20(s0/fp)
PC=00000320 [FE241783] X15=00000002 X08=00500000 X02=004FFFC0 lh      a5,-30(s0/fp)
PC=00000324 [01079793] X15=00020000 X15=00000002 X16=00000000 slli    a5,a5,16
PC=00000328 [0107D793] X15=00000002 X15=00020000 X16=00000000 srli    a5,a5,16
PC=0000032C [00178793] X15=00000003 X15=00000002 X01=000001C0 addi    a5,a5,1
PC=00000330 [01079793] X15=00030000 X15=00000003 X16=00000000 slli    a5,a5,16
PC=00000334 [0107D793] X15=00000003 X15=00030000 X16=00000000 srli    a5,a5,16
PC=00000338 [FEF41123] X02=004FFFC0 X08=00500000 X15=00000003 sh      a5,-30(s0/fp)
PC=0000033C [FE241703] X14=00000003 X08=00500000 X02=004FFFC0 lh      a4,-30(s0/fp)
PC=00000340 [00400793] X15=00000004 X00=00000000 X04=00000000 addi    a5,zero,4
PC=000002F0 [FAE7D6E3] X13=00000000 X15=00000004 X14=00000003 bge     a5,a4,-84
PC=000002F0 [FE842603] X12=00000012 X08=00500000 X08=00500000 lw      a2,-24(s0/fp)
PC=000002F4 [FEC42683] X13=00000000 X08=00500000 X12=00000012 lw      a3,-20(s0/fp)
PC=000002F8 [00100513] X10=00000001 X00=00000000 X01=000001C0 addi    a0,zero,1
PC=000002FC [00000593] X11=00000000 X00=00000000 X00=00000000 addi    a1,zero,0
PC=00000300 [00A60733] X14=00000013 X12=00000012 X10=00000001 add     a4,a2,a0
PC=00000304 [00070813] X16=00000013 X14=00000013 X00=00000000 addi    a6,a4,0
PC=00000308 [00C83833] X16=00000000 X16=00000013 X12=00000012 sltu    a6,a6,a2
PC=0000030C [00B687B3] X15=00000000 X13=00000000 X11=00000000 add     a5,a3,a1
PC=00000310 [00F806B3] X13=00000000 X16=00000000 X15=00000000 add     a3,a6,a5
PC=00000314 [00068793] X15=00000000 X13=00000000 X00=00000000 addi    a5,a3,0
PC=00000318 [FEE42423] X08=00500000 X08=00500000 X14=00000013 sw      a4,-24(s0/fp)
PC=0000031C [FEF42623] X12=00000012 X08=00500000 X15=00000000 sw      a5,-20(s0/fp)
PC=00000320 [FE241783] X15=00000003 X08=00500000 X02=004FFFC0 lh      a5,-30(s0/fp)
PC=00000324 [01079793] X15=00030000 X15=00000003 X16=00000000 slli    a5,a5,16
PC=00000328 [0107D793] X15=00000003 X15=00030000 X16=00000000 srli    a5,a5,16
PC=0000032C [00178793] X15=00000004 X15=00000003 X01=000001C0 addi    a5,a5,1
PC=00000330 [01079793] X15=00040000 X15=00000004 X16=00000000 slli    a5,a5,16
PC=00000334 [0107D793] X15=00000004 X15=00040000 X16=00000000 srli    a5,a5,16
PC=00000338 [FEF41123] X02=004FFFC0 X08=00500000 X15=00000004 sh      a5,-30(s0/fp)
PC=0000033C [FE241703] X14=00000004 X08=00500000 X02=004FFFC0 lh      a4,-30(s0/fp)
PC=00000340 [00400793] X15=00000004 X00=00000000 X04=00000000 addi    a5,zero,4
PC=000002F0 [FAE7D6E3] X13=00000000 X15=00000004 X14=00000004 bge     a5,a4,-84
PC=000002F0 [FE842603] X12=00000013 X08=00500000 X08=00500000 lw      a2,-24(s0/fp)
PC=000002F4 [FEC42683] X13=00000000 X08=00500000 X12=00000013 lw      a3,-20(s0/fp)
PC=000002F8 [00100513] X10=00000001 X00=00000000 X01=000001C0 addi    a0,zero,1
PC=000002FC [00000593] X11=00000000 X00=00000000 X00=00000000 addi    a1,zero,0
PC=00000300 [00A60733] X14=00000014 X12=00000013 X10=00000001 add     a4,a2,a0
PC=00000304 [00070813] X16=00000014 X14=00000014 X00=00000000 addi    a6,a4,0
PC=00000308 [00C83833] X16=00000000 X16=00000014 X12=00000013 sltu    a6,a6,a2
PC=0000030C [00B687B3] X15=00000000 X13=00000000 X11=00000000 add     a5,a3,a1
PC=00000310 [00F806B3] X13=00000000 X16=00000000 X15=00000000 add     a3,a6,a5
PC=00000314 [00068793] X15=00000000 X13=00000000 X00=00000000 addi    a5,a3,0
PC=00000318 [FEE42423] X08=00500000 X08=00500000 X14=00000014 sw      a4,-24(s0/fp)
PC=0000031C [FEF42623] X12=00000013 X08=00500000 X15=00000000 sw      a5,-20(s0/fp)
PC=00000320 [FE241783] X15=00000004 X08=00500000 X02=004FFFC0 lh      a5,-30(s0/fp)
PC=00000324 [01079793] X15=00040000 X15=00000004 X16=00000000 slli    a5,a5,16
PC=00000328 [0107D793] X15=00000004 X15=00040000 X16=00000000 srli    a5,a5,16
PC=0000032C [00178793] X15=00000005 X15=00000004 X01=000001C0 addi    a5,a5,1
PC=00000330 [01079793] X15=00050000 X15=00000005 X16=00000000 slli    a5,a5,16
PC=00000334 [0107D793] X15=00000005 X15=00050000 X16=00000000 srli    a5,a5,16
PC=00000338 [FEF41123] X02=004FFFC0 X08=00500000 X15=00000005 sh      a5,-30(s0/fp)
PC=0000033C [FE241703] X14=00000005 X08=00500000 X02=004FFFC0 lh      a4,-30(s0/fp)
PC=00000340 [00400793] X15=00000004 X00=00000000 X04=00000000 addi    a5,zero,4
PC=00000348 [FAE7D6E3] X13=00000000 X15=00000004 X14=00000005 bge     a5,a4,-84
PC=00000348 [FE041123] X02=004FFFC0 X08=00500000 X00=00000000 sh      zero,-30(s0/fp)
PC=0000034C [FC042E23] X28=00000000 X08=00500000 X00=00000000 sw      zero,-36(s0/fp)
PC=00000350 [0400006F] X00=00000000 X00=00000000 X00=00000000 jal     zero,64
PC=00000390 [FDC42703] X14=00000000 X08=00500000 X28=00000000 lw      a4,-36(s0/fp)
PC=00000394 [00400793] X15=00000004 X00=00000000 X04=00000000 addi    a5,zero,4
PC=00000354 [FAE7FEE3] X29=00000000 X15=00000004 X14=00000000 bgeu    a5,a4,-68
PC=00000354 [FE842603] X12=00000014 X08=00500000 X08=00500000 lw      a2,-24(s0/fp)
PC=00000358 [FEC42683] X13=00000000 X08=00500000 X12=00000014 lw      a3,-20(s0/fp)
PC=0000035C [00100513] X10=00000001 X00=00000000 X01=000001C0 addi    a0,zero,1
PC=00000360 [00000593] X11=00000000 X00=00000000 X00=00000000 addi    a1,zero,0
PC=00000364 [00A60733] X14=00000015 X12=00000014 X10=00000001 add     a4,a2,a0
PC=00000368 [00070813] X16=00000015 X14=00000015 X00=00000000 addi    a6,a4,0
PC=0000036C [00C83833] X16=00000000 X16=00000015 X12=00000014 sltu    a6,a6,a2
PC=00000370 [00B687B3] X15=00000000 X13=00000000 X11=00000000 add     a5,a3,a1
PC=00000374 [00F806B3] X13=00000000 X16=00000000 X15=00000000 add     a3,a6,a5
PC=00000378 [00068793] X15=00000000 X13=00000000 X00=00000000 addi    a5,a3,0
PC=0000037C [FEE42423] X08=00500000 X08=00500000 X14=00000015 sw      a4,-24(s0/fp)
PC=00000380 [FEF42623] X12=00000014 X08=00500000 X15=00000000 sw      a5,-20(s0/fp)
PC=00000384 [FDC42783] X15=00000000 X08=00500000 X28=00000000 lw      a5,-36(s0/fp)
PC=00000388 [00178793] X15=00000001 X15=00000000 X01=000001C0 addi    a5,a5,1
PC=0000038C [FCF42E23] X28=00000000 X08=00500000 X15=00000001 sw      a5,-36(s0/fp)
PC=00000390 [FDC42703] X14=00000001 X08=00500000 X28=00000000 lw      a4,-36(s0/fp)
PC=00000394 [00400793] X15=00000004 X00=00000000 X04=00000000 addi    a5,zero,4
PC=00000354 [FAE7FEE3] X29=00000000 X15=00000004 X14=00000001 bgeu    a5,a4,-68
PC=00000354 [FE842603] X12=00000015 X08=00500000 X08=00500000 lw      a2,-24(s0/fp)
PC=00000358 [FEC42683] X13=00000000 X08=00500000 X12=00000015 lw      a3,-20(s0/fp)
PC=0000035C [00100513] X10=00000001 X00=00000000 X01=000001C0 addi    a0,zero,1
PC=00000360 [00000593] X11=00000000 X00=00000000 X00=00000000 addi    a1,zero,0
PC=00000364 [00A60733] X14=00000016 X12=00000015 X10=00000001 add     a4,a2,a0
PC=00000368 [00070813] X16=00000016 X14=00000016 X00=00000000 addi    a6,a4,0
PC=0000036C [00C83833] X16=00000000 X16=00000016 X12=00000015 sltu    a6,a6,a2
PC=00000370 [00B687B3] X15=00000000 X13=00000000 X11=00000000 add     a5,a3,a1
PC=00000374 [00F806B3] X13=00000000 X16=00000000 X15=00000000 add     a3,a6,a5
PC=00000378 [00068793] X15=00000000 X13=00000000 X00=00000000 addi    a5,a3,0
PC=0000037C [FEE42423] X08=00500000 X08=00500000 X14=00000016 sw      a4,-24(s0/fp)
PC=00000380 [FEF42623] X12=00000015 X08=00500000 X15=00000000 sw      a5,-20(s0/fp)
PC=00000384 [FDC42783] X15=00000001 X08=00500000 X28=00000000 lw      a5,-36(s0/fp)
PC=00000388 [00178793] X15=00000002 X15=00000001 X01=000001C0 addi    a5,a5,1
PC=0000038C [FCF42E23] X28=00000000 X08=00500000 X15=00000002 sw      a5,-36(s0/fp)
PC=00000390 [FDC42703] X14=00000002 X08=00500000 X28=00000000 lw      a4,-36(s0/fp)
PC=00000394 [00400793] X15=00000004 X00=00000000 X04=00000000 addi    a5,zero,4
PC=00000354 [FAE7FEE3] X29=00000000 X15=00000004 X14=00000002 bgeu    a5,a4,-68
PC=00000354 [FE842603] X12=00000016 X08=00500000 X08=00500000 lw      a2,-24(s0/fp)
PC=00000358 [FEC42683] X13=00000000 X08=00500000 X12=00000016 lw      a3,-20(s0/fp)
PC=0000035C [00100513] X10=00000001 X00=00000000 X01=000001C0 addi    a0,zero,1
PC=00000360 [00000593] X11=00000000 X00=00000000 X00=00000000 addi    a1,zero,0
PC=00000364 [00A60733] X14=00000017 X12=00000016 X10=00000001 add     a4,a2,a0
PC=00000368 [00070813] X16=00000017 X14=00000017 X00=00000000 addi    a6,a4,0
PC=0000036C [00C83833] X16=00000000 X16=00000017 X12=00000016 sltu    a6,a6,a2
PC=00000370 [00B687B3] X15=00000000 X13=00000000 X11=00000000 add     a5,a3,a1
PC=00000374 [00F806B3] X13=00000000 X16=00000000 X15=00000000 add     a3,a6,a5
PC=00000378 [00068793] X15=00000000 X13=00000000 X00=00000000 addi    a5,a3,0
PC=0000037C [FEE42423] X08=00500000 X08=00500000 X14=00000017 sw      a4,-24(s0/fp)
PC=00000380 [FEF42623] X12=00000016 X08=00500000 X15=00000000 sw      a5,-20(s0/fp)
PC=00000384 [FDC42783] X15=00000002 X08=00500000 X28=00000000 lw      a5,-36(s0/fp)
PC=00000388 [00178793] X15=00000003 X15=00000002 X01=000001C0 addi    a5,a5,1
PC=0000038C [FCF42E23] X28=00000000 X08=00500000 X15=00000003 sw      a5,-36(s0/fp)
PC=00000390 [FDC42703] X14=00000003 X08=00500000 X28=00000000 lw      a4,-36(s0/fp)
PC=00000394 [00400793] X15=00000004 X00=00000000 X04=00000000 addi    a5,zero,4
PC=00000354 [FAE7FEE3] X29=00000000 X15=00000004 X14=00000003 bgeu    a5,a4,-68
PC=00000354 [FE842603] X12=00000017 X08=00500000 X08=00500000 lw      a2,-24(s0/fp)
PC=00000358 [FEC42683] X13=00000000 X08=00500000 X12=00000017 lw      a3,-20(s0/fp)
PC=0000035C [00100513] X10=00000001 X00=00000000 X01=000001C0 addi    a0,zero,1
PC=00000360 [00000593] X11=00000000 X00=00000000 X00=00000000 addi    a1,zero,0
PC=00000364 [00A60733] X14=00000018 X12=00000017 X10=00000001 add     a4,a2,a0
PC=00000368 [00070813] X16=00000018 X14=00000018 X00=00000000 addi    a6,a4,0
PC=0000036C [00C83833] X16=00000000 X16=00000018 X12=00000017 sltu    a6,a6,a2
PC=00000370 [00B687B3] X15=00000000 X13=00000000 X11=00000000 add     a5,a3,a1
PC=00000374 [00F806B3] X13=00000000 X16=00000000 X15=00000000 add     a3,a6,a5
PC=00000378 [00068793] X15=00000000 X13=00000000 X00=00000000 addi    a5,a3,0
PC=0000037C [FEE42423] X08=00500000 X08=00500000 X14=00000018 sw      a4,-24(s0/fp)
PC=00000380 [FEF42623] X12=00000017 X08=00500000 X15=00000000 sw      a5,-20(s0/fp)
PC=00000384 [FDC42783] X15=00000003 X08=00500000 X28=00000000 lw      a5,-36(s0/fp)
PC=00000388 [00178793] X15=00000004 X15=00000003 X01=000001C0 addi    a5,a5,1
PC=0000038C [FCF42E23] X28=00000000 X08=00500000 X15=00000004 sw      a5,-36(s0/fp)
PC=00000390 [FDC42703] X14=00000004 X08=00500000 X28=00000000 lw      a4,-36(s0/fp)
PC=00000394 [00400793] X15=00000004 X00=00000000 X04=00000000 addi    a5,zero,4
PC=00000354 [FAE7FEE3] X29=00000000 X15=00000004 X14=00000004 bgeu    a5,a4,-68
PC=00000354 [FE842603] X12=00000018 X08=00500000 X08=00500000 lw      a2,-24(s0/fp)
PC=00000358 [FEC42683] X13=00000000 X08=00500000 X12=00000018 lw      a3,-20(s0/fp)
PC=0000035C [00100513] X10=00000001 X00=00000000 X01=000001C0 addi    a0,zero,1
PC=00000360 [00000593] X11=00000000 X00=00000000 X00=00000000 addi    a1,zero,0
PC=00000364 [00A60733] X14=00000019 X12=00000018 X10=00000001 add     a4,a2,a0
PC=00000368 [00070813] X16=00000019 X14=00000019 X00=00000000 addi    a6,a4,0
PC=0000036C [00C83833] X16=00000000 X16=00000019 X12=00000018 sltu    a6,a6,a2
PC=00000370 [00B687B3] X15=00000000 X13=00000000 X11=00000000 add     a5,a3,a1
PC=00000374 [00F806B3] X13=00000000 X16=00000000 X15=00000000 add     a3,a6,a5
PC=00000378 [00068793] X15=00000000 X13=00000000 X00=00000000 addi    a5,a3,0
PC=0000037C [FEE42423] X08=00500000 X08=00500000 X14=00000019 sw      a4,-24(s0/fp)
PC=00000380 [FEF42623] X12=00000018 X08=00500000 X15=00000000 sw      a5,-20(s0/fp)
PC=00000384 [FDC42783] X15=00000004 X08=00500000 X28=00000000 lw      a5,-36(s0/fp)
PC=00000388 [00178793] X15=00000005 X15=00000004 X01=000001C0 addi    a5,a5,1
PC=0000038C [FCF42E23] X28=00000000 X08=00500000 X15=00000005 sw      a5,-36(s0/fp)
PC=00000390 [FDC42703] X14=00000005 X08=00500000 X28=00000000 lw      a4,-36(s0/fp)
PC=00000394 [00400793] X15=00000004 X00=00000000 X04=00000000 addi    a5,zero,4
PC=0000039C [FAE7FEE3] X29=00000000 X15=00000004 X14=00000005 bgeu    a5,a4,-68
PC=0000039C [FC042E23] X28=00000000 X08=00500000 X00=00000000 sw      zero,-36(s0/fp)
PC=000003A0 [FC042C23] X24=00000000 X08=00500000 X00=00000000 sw      zero,-40(s0/fp)
PC=000003A4 [0400006F] X00=00000000 X00=00000000 X00=00000000 jal     zero,64
PC=000003E4 [FD842703] X14=00000000 X08=00500000 X24=00000000 lw      a4,-40(s0/fp)
PC=000003E8 [00400793] X15=00000004 X00=00000000 X04=00000000 addi    a5,zero,4
PC=000003A8 [FAE7DEE3] X29=00000000 X15=00000004 X14=00000000 bge     a5,a4,-68
PC=000003A8 [FE842603] X12=00000019 X08=00500000 X08=00500000 lw      a2,-24(s0/fp)
PC=000003AC [FEC42683] X13=00000000 X08=00500000 X12=00000019 lw      a3,-20(s0/fp)
PC=000003B0 [00100513] X10=00000001 X00=00000000 X01=000001C0 addi    a0,zero,1
PC=000003B4 [00000593] X11=00000000 X00=00000000 X00=00000000 addi    a1,zero,0
PC=000003B8 [00A60733] X14=0000001A X12=00000019 X10=00000001 add     a4,a2,a0
PC=000003BC [00070813] X16=0000001A X14=0000001A X00=00000000 addi    a6,a4,0
PC=000003C0 [00C83833] X16=00000000 X16=0000001A X12=00000019 sltu    a6,a6,a2
PC=000003C4 [00B687B3] X15=00000000 X13=00000000 X11=00000000 add     a5,a3,a1
PC=000003C8 [00F806B3] X13=00000000 X16=00000000 X15=00000000 add     a3,a6,a5
PC=000003CC [00068793] X15=00000000 X13=00000000 X00=00000000 addi    a5,a3,0
PC=000003D0 [FEE42423] X08=00500000 X08=00500000 X14=0000001A sw      a4,-24(s0/fp)
PC=000003D4 [FEF42623] X12=00000019 X08=00500000 X15=00000000 sw      a5,-20(s0/fp)
PC=000003D8 [FD842783] X15=00000000 X08=00500000 X24=00000000 lw      a5,-40(s0/fp)
PC=000003DC [00178793] X15=00000001 X15=00000000 X01=000001C0 addi    a5,a5,1
PC=000003E0 [FCF42C23] X24=00000000 X08=00500000 X15=00000001 sw      a5,-40(s0/fp)
PC=000003E4 [FD842703] X14=00000001 X08=00500000 X24=00000000 lw      a4,-40(s0/fp)
PC=000003E8 [00400793] X15=00000004 X00=00000000 X04=00000000 addi    a5,zero,4
PC=000003A8 [FAE7DEE3] X29=00000000 X15=00000004 X14=00000001 bge     a5,a4,-68
PC=000003A8 [FE842603] X12=0000001A X08=00500000 X08=00500000 lw      a2,-24(s0/fp)
PC=000003AC [FEC42683] X13=00000000 X08=00500000 X12=0000001A lw      a3,-20(s0/fp)
PC=000003B0 [00100513] X10=00000001 X00=00000000 X01=000001C0 addi    a0,zero,1
PC=000003B4 [00000593] X11=00000000 X00=00000000 X00=00000000 addi    a1,zero,0
PC=000003B8 [00A60733] X14=0000001B X12=0000001A X10=00000001 add     a4,a2,a0
PC=000003BC [00070813] X16=0000001B X14=0000001B X00=00000000 addi    a6,a4,0
PC=000003C0 [00C83833] X16=00000000 X16=0000001B X12=0000001A sltu    a6,a6,a2
PC=000003C4 [00B687B3] X15=00000000 X13=00000000 X11=00000000 add     a5,a3,a1
PC=000003C8 [00F806B3] X13=00000000 X16=00000000 X15=00000000 add     a3,a6,a5
PC=000003CC [00068793] X15=00000000 X13=00000000 X00=00000000 addi    a5,a3,0
PC=000003D0 [FEE42423] X08=00500000 X08=00500000 X14=0000001B sw      a4,-24(s0/fp)
PC=000003D4 [FEF42623] X12=0000001A X08=00500000 X15=00000000 sw      a5,-20(s0/fp)
PC=000003D8 [FD842783] X15=00000001 X08=00500000 X24=00000000 lw      a5,-40(s0/fp)
PC=000003DC [00178793] X15=00000002 X15=00000001 X01=000001C0 addi    a5,a5,1
PC=000003E0 [FCF42C23] X24=00000000 X08=00500000 X15=00000002 sw      a5,-40(s0/fp)
PC=000003E4 [FD842703] X14=00000002 X08=00500000 X24=00000000 lw      a4,-40(s0/fp)
PC=000003E8 [00400793] X15=00000004 X00=00000000 X04=00000000 addi    a5,zero,4
PC=000003A8 [FAE7DEE3] X29=00000000 X15=00000004 X14=00000002 bge     a5,a4,-68
PC=000003A8 [FE842603] X12=0000001B X08=00500000 X08=00500000 lw      a2,-24(s0/fp)
PC=000003AC [FEC42683] X13=00000000 X08=00500000 X12=0000001B lw      a3,-20(s0/fp)
PC=000003B0 [00100513] X10=00000001 X00=00000000 X01=000001C0 addi    a0,zero,1
PC=000003B4 [00000593] X11=00000000 X00=00000000 X00=00000000 addi    a1,zero,0
PC=000003B8 [00A60733] X14=0000001C X12=0000001B X10=00000001 add     a4,a2,a0
PC=000003BC [00070813] X16=0000001C X14=0000001C X00=00000000 addi    a6,a4,0
PC=000003C0 [00C83833] X16=00000000 X16=0000001C X12=0000001B sltu    a6,a6,a2
PC=000003C4 [00B687B3] X15=00000000 X13=00000000 X11=00000000 add     a5,a3,a1
PC=000003C8 [00F806B3] X13=00000000 X16=00000000 X15=00000000 add     a3,a6,a5
PC=000003CC [00068793] X15=00000000 X13=00000000 X00=00000000 addi    a5,a3,0
PC=000003D0 [FEE42423] X08=00500000 X08=00500000 X14=0000001C sw      a4,-24(s0/fp)
PC=000003D4 [FEF42623] X12=0000001B X08=00500000 X15=00000000 sw      a5,-20(s0/fp)
PC=000003D8 [FD842783] X15=00000002 X08=00500000 X24=00000000 lw      a5,-40(s0/fp)
PC=000003DC [00178793] X15=00000003 X15=00000002 X01=000001C0 addi    a5,a5,1
PC=000003E0 [FCF42C23] X24=00000000 X08=00500000 X15=00000003 sw      a5,-40(s0/fp)
PC=000003E4 [FD842703] X14=00000003 X08=00500000 X24=00000000 lw      a4,-40(s0/fp)
PC=000003E8 [00400793] X15=00000004 X00=00000000 X04=00000000 addi    a5,zero,4
PC=000003A8 [FAE7DEE3] X29=00000000 X15=00000004 X14=00000003 bge     a5,a4,-68
PC=000003A8 [FE842603] X12=0000001C X08=00500000 X08=00500000 lw      a2,-24(s0/fp)
PC=000003AC [FEC42683] X13=00000000 X08=00500000 X12=0000001C lw      a3,-20(s0/fp)
PC=000003B0 [00100513] X10=00000001 X00=00000000 X01=000001C0 addi    a0,zero,1
PC=000003B4 [00000593] X11=00000000 X00=00000000 X00=00000000 addi    a1,zero,0
